['云南锡业集团有限责任公司', '( 以下 简称 “', '锡业集团']
['华夏幸福', '” 或 “ 公司 ” ) 、 江门市鼎兴园区建设发展有限公司 ( 以下 简称 “ 江门鼎兴 ” ) 拟 与 ( 以下 简称 “ 江门鼎兴 ” ) 拟 与 ” ) 拟 与', '华能贵诚信托有限公司']
['江门市鼎兴园区建设发展有限公司', '( 以下 简称 “', '江门鼎兴']
['江门市鼎兴园区建设发展有限公司', '( 以下 简称 “ 江门鼎兴 ” ) 拟 与 ” ) 拟 与', '华能贵诚信托有限公司']
['江门市鼎兴园区建设发展有限公司', '( 以下 简称 “ 江门鼎兴 ” ) 拟 与 华能贵诚信托有限公司 ( 以下 简称 “ ” ) 拟 与 华能贵诚信托有限公司 ( 以下 简称 “ ( 以下 简称 “', '华能信托']
['江门鼎兴', '” ) 拟 与 华能贵诚信托有限公司 ( 以下 简称 “ ( 以下 简称 “', '华能信托']
['华能贵诚信托有限公司', '( 以下 简称 “', '华能信托']
['中船重工集团', '持有 的 重庆齿轮箱有限责任公司 ( 以下 简称 “ ( 以下 简称 “', '重齿公司']
['重庆齿轮箱有限责任公司', '( 以下 简称 “', '重齿公司']
['珠海华发实业股份有限公司', '( 以下 简称 “ 公司 ” 或 “ 本 公司 ” ) 全资 子公司', '珠海华发华宜投资控股有限公司']
['珠海华发华宜投资控股有限公司', '( 以下 简称 “', '华发华宜']
['珠海华发华宜投资控股有限公司', '( 以下 简称 “ 华发华宜 ” ) 拟 参与 投资 ” ) 拟 参与 投资', '上海镕然信息技术服务中心(有限合伙)']
['珠海华发华宜投资控股有限公司', '( 以下 简称 “ 华发华宜 ” ) 拟 参与 投资 上海镕然信息技术服务中心 ( 有限合伙 ) ( 以下 简称 “ ” ) 拟 参与 投资 上海镕然信息技术服务中心 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '上海镕然']
['华发华宜', '” ) 拟 参与 投资', '上海镕然信息技术服务中心(有限合伙)']
['华发华宜', '” ) 拟 参与 投资 上海镕然信息技术服务中心 ( 有限合伙 ) ( 以下 简称 “ ( 以下 简称 “', '上海镕然']
['上海镕然信息技术服务中心(有限合伙)', '( 以下 简称 “', '上海镕然']
['上海镕然', '” ) 。 基金 规模 为 10 亿元 , 其中 上海至辰资产管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海至辰']
['上海至辰资产管理有限公司', '( 以下 简称 “', '上海至辰']
['上海至辰资产管理有限公司', '( 以下 简称 “ 上海至辰 ” ) 和 ” ) 和', '珠海华金领创基金管理有限公司']
['上海至辰资产管理有限公司', '( 以下 简称 “ 上海至辰 ” ) 和 珠海华金领创基金管理有限公司 ( 以下 简称 “ ” ) 和 珠海华金领创基金管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '华金领创']
['上海至辰', '” ) 和', '珠海华金领创基金管理有限公司']
['上海至辰', '” ) 和 珠海华金领创基金管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '华金领创']
['珠海华金领创基金管理有限公司', '( 以下 简称 “', '华金领创']
['珠海力合投资有限公司', '( 以下 简称 “', '力合投资']
['珠海华金领创基金管理有限公司', '( 以下 简称 “', '华金领创']
['珠海华金领创基金管理有限公司', '( 以下 简称 “ 华金领创 ” ) 、 ” ) 、', '珠海力合投资有限公司']
['珠海华金领创基金管理有限公司', '( 以下 简称 “ 华金领创 ” ) 、 珠海力合投资有限公司 ( 以下 简称 “ ” ) 、 珠海力合投资有限公司 ( 以下 简称 “ ( 以下 简称 “', '力合投资']
['珠海华金领创基金管理有限公司', '( 以下 简称 “ 华金领创 ” ) 、 珠海力合投资有限公司 ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 ” ) 、 珠海力合投资有限公司 ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 ” ) 与 华发华宜 、 、', '上海至辰资产管理有限公司']
['华金领创', '” ) 、', '珠海力合投资有限公司']
['华金领创', '” ) 、 珠海力合投资有限公司 ( 以下 简称 “ ( 以下 简称 “', '力合投资']
['华金领创', '” ) 、 珠海力合投资有限公司 ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 ” ) 与 华发华宜 、 、', '上海至辰资产管理有限公司']
['华金领创', '” ) 、 珠海力合投资有限公司 ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ ( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ ” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ 、 上海至辰资产管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海至辰']
['珠海力合投资有限公司', '( 以下 简称 “', '力合投资']
['珠海力合投资有限公司', '( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 ” ) 与 华发华宜 、 、', '上海至辰资产管理有限公司']
['珠海力合投资有限公司', '( 以下 简称 “ 力合投资 ” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ ” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ 、 上海至辰资产管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海至辰']
['力合投资', '” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ 、 上海至辰资产管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海至辰']
['力合投资', '” ) 与 华发华宜 、 上海至辰资产管理有限公司 ( 以下 简称 “ 上海至辰 ” ) 等 共同 参与 投资 、 上海至辰资产管理有限公司 ( 以下 简称 “ 上海至辰 ” ) 等 共同 参与 投资 ( 以下 简称 “ 上海至辰 ” ) 等 共同 参与 投资 ” ) 等 共同 参与 投资', '上海镕然信息技术服务中心']
['华发华宜', '、 上海至辰资产管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '上海至辰']
['华发华宜', '、 上海至辰资产管理有限公司 ( 以下 简称 “ 上海至辰 ” ) 等 共同 参与 投资 ( 以下 简称 “ 上海至辰 ” ) 等 共同 参与 投资 ” ) 等 共同 参与 投资', '上海镕然信息技术服务中心']
['上海至辰资产管理有限公司', '( 以下 简称 “', '上海至辰']
['上海至辰资产管理有限公司', '( 以下 简称 “ 上海至辰 ” ) 等 共同 参与 投资 ” ) 等 共同 参与 投资', '上海镕然信息技术服务中心']
['上海至辰', '” ) 等 共同 参与 投资', '上海镕然信息技术服务中心']
['上海至辰', '” ) 等 共同 参与 投资 上海镕然信息技术服务中心 ( 有限 合伙 ) ( 以下 简称 “ ( 有限 合伙 ) ( 以下 简称 “', '上海镕然']
['上海镕然信息技术服务中心', '( 有限 合伙 ) ( 以下 简称 “', '上海镕然']
['上海电气集团股份有限公司', '( 以下 简称 “ 公司 ” 或 “', '上海电气']
['浙江诸暨联创永钧股权投资合伙企业', '( 有限 合伙 ) ( 以下 简称 “', '医疗基金']
['华润双鹤药业股份有限公司', '( 以下 简称 “', '华润双鹤']
['华润双鹤药业股份有限公司', '( 以下 简称 “ 华润双鹤 ” 或 “ 公司 ” ) 收购 ” 或 “ 公司 ” ) 收购', '华润双鹤利民药业(济南)有限公司']
['华润双鹤药业股份有限公司', '( 以下 简称 “ 华润双鹤 ” 或 “ 公司 ” ) 收购 华润双鹤利民药业 ( 济南 ) 有限公司 ( 以下 简称 “ ” 或 “ 公司 ” ) 收购 华润双鹤利民药业 ( 济南 ) 有限公司 ( 以下 简称 “ ( 以下 简称 “', '双鹤利民']
['华润双鹤', '” 或 “ 公司 ” ) 收购', '华润双鹤利民药业(济南)有限公司']
['华润双鹤', '” 或 “ 公司 ” ) 收购 华润双鹤利民药业 ( 济南 ) 有限公司 ( 以下 简称 “ ( 以下 简称 “', '双鹤利民']
['华润双鹤利民药业(济南)有限公司', '( 以下 简称 “', '双鹤利民']
['苏州众合生物医药科技有限公司', '( 以下 简称 “', '苏州众合']
['乐视网信息技术(北京)股份有限公司', '( 以下 简称 “ 公司 ” 或 “', '乐视网']
['乐视网信息技术(北京)股份有限公司', '( 以下 简称 “ 公司 ” 或 “ 乐视网 ” ) 控股 子公司 ” ) 控股 子公司', '新乐视智家电子科技(天津)有限公司']
['乐视网', '” ) 控股 子公司', '新乐视智家电子科技(天津)有限公司']
['乐视网', '” ) 控股 子公司 新乐视智家电子科技 ( 天津 ) 有限公司 ( 以下 简称 “ ( 以下 简称 “', '新乐视智家']
['新乐视智家电子科技(天津)有限公司', '( 以下 简称 “', '新乐视智家']
['重庆再升科技股份有限公司', '( 以下 简称 “', '再升科技']
['南京融京汇聚股权投资合伙企业(有限合伙)', '( 以下 简称 “', '融京汇聚']
['安阳合力创科冶金新技术股份有限公司', '( 以下 简称 “', '安阳合力']
['上海凯利泰医疗科技股份有限公司', '( 以下 简称 “', '凯利泰']
['LLC', '( 以下 简称 “', 'Elliquence']
['深圳市前海睿兴投资管理有限公司', '( 以下 简称 “', '睿兴投资']
['深圳市前海睿兴投资管理有限公司', '( 以下 简称 “ 睿兴投资 ” ) 签订 《 ” ) 签订 《', '兴森股权']
['江苏交通控股有限公司', '( 以下 简称 “', '交通控股']
['江苏交通控股有限公司', '( 以下 简称 “ 交通控股 ” ) 、 ” ) 、', '江苏京沪高速公路有限公司']
['江苏交通控股有限公司', '( 以下 简称 “ 交通控股 ” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ ” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ ( 以下 简称 “', '京沪公司']
['江苏交通控股有限公司', '( 以下 简称 “ 交通控股 ” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ 京沪公司 ” ) 、 ” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ 京沪公司 ” ) 、 ( 以下 简称 “ 京沪公司 ” ) 、 ” ) 、', '江苏东方高速公路经营管理有限公司']
['交通控股', '” ) 、', '江苏京沪高速公路有限公司']
['交通控股', '” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ ( 以下 简称 “', '京沪公司']
['交通控股', '” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ 京沪公司 ” ) 、 ( 以下 简称 “ 京沪公司 ” ) 、 ” ) 、', '江苏东方高速公路经营管理有限公司']
['交通控股', '” ) 、 江苏京沪高速公路有限公司 ( 以下 简称 “ 京沪公司 ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ ( 以下 简称 “ 京沪公司 ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '东方经管公司']
['江苏京沪高速公路有限公司', '( 以下 简称 “', '京沪公司']
['江苏京沪高速公路有限公司', '( 以下 简称 “ 京沪公司 ” ) 、 ” ) 、', '江苏东方高速公路经营管理有限公司']
['江苏京沪高速公路有限公司', '( 以下 简称 “ 京沪公司 ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '东方经管公司']
['江苏京沪高速公路有限公司', '( 以下 简称 “ 京沪公司 ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ 东方经管公司 ” ) 和 ” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ 东方经管公司 ” ) 和 ( 以下 简称 “ 东方经管公司 ” ) 和 ” ) 和', '江苏东方路桥建设养护有限公司']
['京沪公司', '” ) 、', '江苏东方高速公路经营管理有限公司']
['京沪公司', '” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ ( 以下 简称 “', '东方经管公司']
['京沪公司', '” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ 东方经管公司 ” ) 和 ( 以下 简称 “ 东方经管公司 ” ) 和 ” ) 和', '江苏东方路桥建设养护有限公司']
['京沪公司', '” ) 、 江苏东方高速公路经营管理有限公司 ( 以下 简称 “ 东方经管公司 ” ) 和 江苏东方路桥建设养护有限公司 ( 以下 简称 “ ( 以下 简称 “ 东方经管公司 ” ) 和 江苏东方路桥建设养护有限公司 ( 以下 简称 “ ” ) 和 江苏东方路桥建设养护有限公司 ( 以下 简称 “ ( 以下 简称 “', '东方路桥公司']
['江苏东方高速公路经营管理有限公司', '( 以下 简称 “', '东方经管公司']
['江苏东方高速公路经营管理有限公司', '( 以下 简称 “ 东方经管公司 ” ) 和 ” ) 和', '江苏东方路桥建设养护有限公司']
['江苏东方高速公路经营管理有限公司', '( 以下 简称 “ 东方经管公司 ” ) 和 江苏东方路桥建设养护有限公司 ( 以下 简称 “ ” ) 和 江苏东方路桥建设养护有限公司 ( 以下 简称 “ ( 以下 简称 “', '东方路桥公司']
['东方经管公司', '” ) 和', '江苏东方路桥建设养护有限公司']
['东方经管公司', '” ) 和 江苏东方路桥建设养护有限公司 ( 以下 简称 “ ( 以下 简称 “', '东方路桥公司']
['江苏东方路桥建设养护有限公司', '( 以下 简称 “', '东方路桥公司']
['欣旺达电子股份有限公司', '( 以下 简称 “ 公司 ” 或 “', '欣旺达']
['欣旺达电子股份有限公司', '( 以下 简称 “ 公司 ” 或 “ 欣旺达 ” ) 全资 子公司 ” ) 全资 子公司', '深圳市前海弘盛技术有限公司']
['欣旺达', '” ) 全资 子公司', '深圳市前海弘盛技术有限公司']
['欣旺达', '” ) 全资 子公司 深圳市前海弘盛技术有限公司 ( 以下 简称 “ ( 以下 简称 “', '前海弘盛']
['深圳市前海弘盛技术有限公司', '( 以下 简称 “', '前海弘盛']
['东莞大米卓越成长创业投资管理有限公司', '( 以下 简称 “', '东莞大米卓越成长']
['东莞大米卓越成长创业投资管理有限公司', '( 以下 简称 “ 东莞大米卓越成长 ” ) 等 共同 发起 设立 “ ” ) 等 共同 发起 设立 “', '东莞东理大米成长智能制造合伙企业(有限合伙)']
['东莞大米卓越成长', '” ) 等 共同 发起 设立 “', '东莞东理大米成长智能制造合伙企业(有限合伙)']
['中华书局有限公司', '( 以下 简称 “', '中华书局']
